Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
TAU851QX1M,2025-01-30 21:38:00.010,Purchase,Completed,,-20.0,2700.24
TAU34SZ5S3,2025-01-30 20:42:59.962,Purchase,Completed,,-35.0,2720.24
TAU42GLGPY,2025-01-30 12:35:00.038,Purchase,Completed,,-35.0,2755.24
TAU621FDRI,2025-01-30 10:43:59.981,,Completed,,-100.0,2790.24
TAU1209OQZ,2025-01-30 10:34:59.981,,Completed,,-434.0,2890.24
TAU51NXUIZ,2025-01-30 09:00:59.962,Purchase,Completed,,-30.0,3324.24
TAT412Y9VW,2025-01-29 23:48:00.029,Purchase,Completed,,-30.0,3354.24
TAT0ZFY538,2025-01-29 20:30:00.029,Purchase,Completed,,-30.0,3384.24
TAT9YB6WBZ,2025-01-29 17:26:59.971,Purchase,Completed,,-30.0,3414.24
TAT6X7WGO4,2025-01-29 13:02:00.038,Purchase,Completed,,-28.0,3444.24
TAT6WHVGIW,2025-01-29 09:51:59.990,Purchase,Completed,,-31.0,3472.24
TAT2VWIWJU,2025-01-29 06:04:59.981,Purchase,Completed,,-40.0,3503.24
TAS1UYX33N,2025-01-28 19:47:00.038,,Completed,,-7.0,3543.24
TAS1UYX33N,2025-01-28 19:47:00.038,,Completed,,-110.0,3550.24
TAS7UKCI89,2025-01-28 18:42:59.990,Purchase,Completed,,-55.0,3660.24
TAS1UEHWA3,2025-01-28 18:15:00.029,Purchase,Completed,,-100.0,3715.24
TAS7TH7BC1,2025-01-28 14:41:00.038,Purchase,Completed,,-20.0,3815.24
TAS9TGWXU9,2025-01-28 14:39:00.029,,Completed,,-25363.0,3835.24
TAS2TGOTW2,2025-01-28 14:37:59.981,,Completed,25800.0,,29198.24
TAS0TFCOGY,2025-01-28 14:28:00.019,,Completed,,-100.0,3398.24
TAS6TEEE3W,2025-01-28 14:21:00.029,,Completed,,-50.0,3498.24
TAS4TCC0Q0,2025-01-28 14:06:00.000,,Completed,,-100.0,3548.24
TAS6TB98EU,2025-01-28 13:57:59.962,,Completed,,-50.0,3648.24
TAS6T9SV04,2025-01-28 13:48:00.000,Purchase,Completed,,-20.0,3698.24
TAS6T9DRY4,2025-01-28 13:45:59.990,,Completed,,-22575.0,3718.24
TAS3T95M3Z,2025-01-28 13:43:59.981,,Completed,25000.0,,26293.24
TAS0T5B6WC,2025-01-28 13:18:00.029,Charge,Completed,,-72.0,1293.24
TAS0T5B6WC,2025-01-28 13:18:00.029,,Completed,,-28296.0,1365.24
TAS7T4OW3F,2025-01-28 13:12:59.962,Purchase,Completed,,-50.0,29661.24
TAS6T4LCI2,2025-01-28 13:12:59.962,Purchase,Completed,,-270.0,29711.24
TAS6T47RPO,2025-01-28 13:09:59.990,,Completed,,-10018.76,29981.24
TAS4T480FS,2025-01-28 13:09:59.990,,Completed,40000.0,,40000.0
TAR4NGH43G,2025-01-27 00:42:00.029,Purchase with Fuliza,Completed,,-8.0,0.0
TAR4NGH43G,2025-01-27 00:42:00.029,,Completed,8.0,,8.0
TAQ3MV6C4X,2025-01-26 20:24:59.962,Purchase with Fuliza,Completed,,-25.0,0.0
TAQ3MV6C4X,2025-01-26 20:24:59.962,,Completed,25.0,,25.0
TAQ1MUZ9EV,2025-01-26 20:24:00.000,Purchase with Fuliza,Completed,,-25.0,0.0
TAQ1MUZ9EV,2025-01-26 20:24:00.000,,Completed,25.0,,25.0
TAQ3LNRDAJ,2025-01-26 16:27:59.990,Purchase with Fuliza,Completed,,-30.0,0.0
TAQ3LNRDAJ,2025-01-26 16:27:59.990,,Completed,30.0,,30.0
TAQ1KC1XYL,2025-01-26 10:34:00.019,,Completed,,-29.0,0.0
TAQ1KC1XYL,2025-01-26 10:34:00.019,,Completed,,-900.0,29.0
TAQ1KC1XYL,2025-01-26 10:34:00.019,,Completed,929.0,,929.0
TAQ6K8C1LO,2025-01-26 10:03:00.000,Purchase with Fuliza,Completed,,-15.0,0.0
TAQ6K8C1LO,2025-01-26 10:03:00.000,,Completed,15.0,,15.0
TAQ6JOMEBQ,2025-01-26 06:08:00.038,Purchase with Fuliza,Completed,,-32.0,0.0
TAQ6JOMEBQ,2025-01-26 06:08:00.038,,Completed,32.0,,32.0
TAP5JB1ZIL,2025-01-25 22:09:59.990,Purchase with Fuliza,Completed,,-30.0,0.0
TAP5JB1ZIL,2025-01-25 22:09:59.990,,Completed,30.0,,30.0
TAP4JAMCNI,2025-01-25 22:05:59.971,Airtime Purchase with Fuliza,Completed,,-35.0,0.0
TAP4JAMCNI,2025-01-25 22:05:59.971,OverDraft of Credit Party,Completed,35.0,,35.0
TAP7GPAMW7,2025-01-25 13:30:00.000,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAP7GPAMW7,2025-01-25 13:30:00.000,OverDraft of Credit Party,Completed,30.0,,30.0
TAP7GG7K0N,2025-01-25 12:29:00.010,Merchant Payment Fuliza M-Pesa to 515012 - Naivas Supermarket Hazina,Completed,,-990.0,0.0
TAP7GG7K0N,2025-01-25 12:29:00.010,OverDraft of Credit Party,Completed,990.0,,990.0
TAP6G8UWEQ,2025-01-25 11:37:00.019,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAP6G8UWEQ,2025-01-25 11:37:00.019,OverDraft of Credit Party,Completed,25.0,,25.0
TAP3FHH905,2025-01-25 08:06:00.000,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAP3FHH905,2025-01-25 08:06:00.000,OverDraft of Credit Party,Completed,30.0,,30.0
TAP9F5WDFJ,2025-01-25 01:30:59.962,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TAP9F5WDFJ,2025-01-25 01:30:59.962,OverDraft of Credit Party,Completed,45.0,,45.0
TAP9F4GON7,2025-01-25 00:22:59.981,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAP9F4GON7,2025-01-25 00:22:59.981,OverDraft of Credit Party,Completed,25.0,,25.0
TAO3EDC1MV,2025-01-24 20:15:00.000,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAO3EDC1MV,2025-01-24 20:15:00.000,OverDraft of Credit Party,Completed,30.0,,30.0
TAO9DIESSD,2025-01-24 17:57:59.990,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TAO9DIESSD,2025-01-24 17:57:59.990,OverDraft of Credit Party,Completed,50.0,,50.0
TAO4CP77DA,2025-01-24 14:46:59.981,Airtime Purchase with Fuliza,Completed,,-10.0,0.0
TAO4CP77DA,2025-01-24 14:46:59.981,OverDraft of Credit Party,Completed,10.0,,10.0
TAO9CP0XL3,2025-01-24 14:46:00.019,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAO9CP0XL3,2025-01-24 14:46:00.019,OverDraft of Credit Party,Completed,30.0,,30.0
TAO0BY48ZI,2025-01-24 11:35:00.010,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAO0BY48ZI,2025-01-24 11:35:00.010,OverDraft of Credit Party,Completed,30.0,,30.0
TAO3BXFOB9,2025-01-24 11:30:00.029,Withdrawal Charge,Completed,,-29.0,0.0
TAO3BXFOB9,2025-01-24 11:30:00.029,Customer Withdrawal at Agent Till with Fuliza to 235279 - Pure Logics  Sunshine Shoes store Muthurwa Mkt Nairobi,Completed,,-350.0,29.0
TAO3BXFOB9,2025-01-24 11:30:00.029,OverDraft of Credit Party,Completed,379.0,,379.0
TAO8BLXA7G,2025-01-24 10:03:00.000,Airtime Purchase with Fuliza,Completed,,-28.0,0.0
TAO8BLXA7G,2025-01-24 10:03:00.000,OverDraft of Credit Party,Completed,28.0,,28.0
TAO9B83Y7B,2025-01-24 08:10:59.981,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAO9B83Y7B,2025-01-24 08:10:59.981,OverDraft of Credit Party,Completed,30.0,,30.0
TAN89S89D6,2025-01-23 19:23:59.971,Airtime Purchase with Fuliza,Completed,,-10.0,0.0
TAN89S89D6,2025-01-23 19:23:59.971,OverDraft of Credit Party,Completed,10.0,,10.0
TAN99O3UKD,2025-01-23 19:07:00.019,Airtime Purchase with Fuliza,Completed,,-40.0,0.0
TAN99O3UKD,2025-01-23 19:07:00.019,OverDraft of Credit Party,Completed,40.0,,40.0
TAN48S8NKW,2025-01-23 16:03:00.000,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAN48S8NKW,2025-01-23 16:03:00.000,OverDraft of Credit Party,Completed,30.0,,30.0
TAN381JHRB,2025-01-23 12:45:00.000,Airtime Purchase with Fuliza,Completed,,-30.0,0.0
TAN381JHRB,2025-01-23 12:45:00.000,OverDraft of Credit Party,Completed,30.0,,30.0
TAN47C0XHK,2025-01-23 09:29:59.971,Airtime Purchase with Fuliza,Completed,,-60.0,0.0
TAN47C0XHK,2025-01-23 09:29:59.971,OverDraft of Credit Party,Completed,60.0,,60.0
TAN26UMNFG,2025-01-23 06:38:59.971,Airtime Purchase with Fuliza,Completed,,-70.0,0.0
TAN26UMNFG,2025-01-23 06:38:59.971,OverDraft of Credit Party,Completed,70.0,,70.0
TAM563U457,2025-01-22 20:39:00.029,Pay Bill Charge,Completed,,-5.0,0.0
TAM563U457,2025-01-22 20:39:00.029,"Pay Bill Fuliza M-Pesa to 303030
- Absa Bank Kenya PLC Acc. 2030868318",Completed,,-300.0,5.0
TAM563U457,2025-01-22 20:39:00.029,OverDraft of Credit Party,Completed,305.0,,305.0
TAM060F4P0,2025-01-22 20:23:00.038,Airtime Purchase with Fuliza,Completed,,-100.0,0.0
TAM060F4P0,2025-01-22 20:23:00.038,OverDraft of Credit Party,Completed,100.0,,100.0
TAM75ZHG45,2025-01-22 20:17:59.971,Airtime Purchase with Fuliza,Completed,,-400.0,0.0
TAM75ZHG45,2025-01-22 20:17:59.971,OverDraft of Credit Party,Completed,400.0,,400.0
TAM55ROY0P,2025-01-22 19:45:00.029,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-4100.0,0.0
TAM35ROLIX,2025-01-22 19:45:00.029,Funds received from - 2547******482 FRANCIS NDAMBUKI,Completed,4100.0,,4100.0
TAK2VPAXR6,2025-01-20 17:42:59.962,Merchant Payment Fuliza M-Pesa to 515012 - Naivas Supermarket Hazina,Completed,,-308.0,0.0
TAK2VPAXR6,2025-01-20 17:42:59.962,OverDraft of Credit Party,Completed,308.0,,308.0
TAK7VHFVXF,2025-01-20 16:56:00.038,Merchant Payment Fuliza M-Pesa to 811641 - HAVEN  HEALTHCARE LIMITED,Completed,,-1750.0,0.0
TAK7VHFVXF,2025-01-20 16:56:00.038,OverDraft of Credit Party,Completed,1750.0,,1750.0
TAK1VEBY1F,2025-01-20 16:36:00.029,Airtime Purchase with Fuliza,Completed,,-10.0,0.0
TAK1VEBY1F,2025-01-20 16:36:00.029,OverDraft of Credit Party,Completed,10.0,,10.0
TAK8VCTDIU,2025-01-20 16:25:00.019,Merchant Payment Fuliza M-Pesa to 7213211 - QUICK MART MOMBASA RD,Completed,,-479.0,0.0
TAK8VCTDIU,2025-01-20 16:25:00.019,OverDraft of Credit Party,Completed,479.0,,479.0
TAK3UZU4LD,2025-01-20 14:50:00.038,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAK3UZU4LD,2025-01-20 14:50:00.038,OverDraft of Credit Party,Completed,21.0,,21.0
TAK6UJO2QA,2025-01-20 12:53:00.038,Airtime Purchase with Fuliza,Completed,,-20.0,0.0
TAK6UJO2QA,2025-01-20 12:53:00.038,OverDraft of Credit Party,Completed,20.0,,20.0
TAK4UGOKD6,2025-01-20 12:31:59.981,Airtime Purchase with Fuliza,Completed,,-35.0,0.0
TAK4UGOKD6,2025-01-20 12:31:59.981,OverDraft of Credit Party,Completed,35.0,,35.0
TAK4U8FA0Q,2025-01-20 11:30:59.990,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAK4U8FA0Q,2025-01-20 11:30:59.990,OverDraft of Credit Party,Completed,25.0,,25.0
TAK7U17CBL,2025-01-20 10:39:00.000,Airtime Purchase with Fuliza,Completed,,-35.0,0.0
TAK7U17CBL,2025-01-20 10:39:00.000,OverDraft of Credit Party,Completed,35.0,,35.0
TAK7TSIQS3,2025-01-20 09:33:00.029,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAK7TSIQS3,2025-01-20 09:33:00.029,OverDraft of Credit Party,Completed,21.0,,21.0
TAK9TKBD8D,2025-01-20 08:26:59.971,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAK9TKBD8D,2025-01-20 08:26:59.971,OverDraft of Credit Party,Completed,21.0,,21.0
TAK3TDGQQX,2025-01-20 07:21:59.962,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAK3TDGQQX,2025-01-20 07:21:59.962,OverDraft of Credit Party,Completed,21.0,,21.0
TAK0T7R5UW,2025-01-20 05:23:00.038,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAK0T7R5UW,2025-01-20 05:23:00.038,OverDraft of Credit Party,Completed,21.0,,21.0
TAK9T71KN9,2025-01-20 04:16:59.981,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAK9T71KN9,2025-01-20 04:16:59.981,OverDraft of Credit Party,Completed,25.0,,25.0
TAK3T6IRZN,2025-01-20 03:08:00.038,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAK3T6IRZN,2025-01-20 03:08:00.038,OverDraft of Credit Party,Completed,25.0,,25.0
TAJ0RNGLBC,2025-01-19 17:51:00.000,Airtime Purchase with Fuliza,Completed,,-28.0,0.0
TAJ0RNGLBC,2025-01-19 17:51:00.000,OverDraft of Credit Party,Completed,28.0,,28.0
TAJ1R9KJ33,2025-01-19 16:21:00.000,Airtime Purchase with Fuliza,Completed,,-28.0,0.0
TAJ1R9KJ33,2025-01-19 16:21:00.000,OverDraft of Credit Party,Completed,28.0,,28.0
TAJ7R965UP,2025-01-19 16:18:00.029,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAJ7R965UP,2025-01-19 16:18:00.029,OverDraft of Credit Party,Completed,25.0,,25.0
TAJ8R5BFWS,2025-01-19 15:51:00.029,Merchant Payment Fuliza M-Pesa to 6551444 - ENGORIKA ENTERPRISES,Completed,,-60.0,0.0
TAJ8R5BFWS,2025-01-19 15:51:00.029,OverDraft of Credit Party,Completed,60.0,,60.0
TAJ6R21MIQ,2025-01-19 15:27:59.962,Merchant Payment Fuliza M-Pesa to 5339068 -   MOMART HARDWARE AND ELECTRICALS LIMITED,Completed,,-140.0,0.0
TAJ6R21MIQ,2025-01-19 15:27:59.962,OverDraft of Credit Party,Completed,140.0,,140.0
TAJ4R11NBG,2025-01-19 15:20:59.971,Customer Send Money to Micro SME Business  with Fuliza MPesa to - 01******911 Nancy Wanjiru,Completed,,-100.0,0.0
TAJ4R11NBG,2025-01-19 15:20:59.971,OverDraft of Credit Party,Completed,100.0,,100.0
TAJ6QYGB5O,2025-01-19 15:00:59.962,Customer Transfer Fuliza MPesa to - 01******044 kepha ayunga,Completed,,-40.0,0.0
TAJ6QYGB5O,2025-01-19 15:00:59.962,OverDraft of Credit Party,Completed,40.0,,40.0
TAJ9QWQ0ZF,2025-01-19 14:48:59.990,Customer Transfer of Funds Charge,Completed,,-7.0,0.0
TAJ9QWQ0ZF,2025-01-19 14:48:59.990,Customer Send Money to Micro SME Business  with Fuliza MPesa to - 2547******150 JANE CHEGE,Completed,,-150.0,7.0
TAJ9QWQ0ZF,2025-01-19 14:48:59.990,OverDraft of Credit Party,Completed,157.0,,157.0
TAJ2QURX88,2025-01-19 14:35:00.010,Merchant Payment Fuliza M-Pesa to 119497 - Quick Mart Tom Mboya,Completed,,-585.0,0.0
TAJ2QURX88,2025-01-19 14:35:00.010,OverDraft of Credit Party,Completed,585.0,,585.0
TAJ2QQLBEY,2025-01-19 14:05:00.038,Airtime Purchase with Fuliza,Completed,,-28.0,0.0
TAJ2QQLBEY,2025-01-19 14:05:00.038,OverDraft of Credit Party,Completed,28.0,,28.0
TAJ0QPX3ZS,2025-01-19 13:59:59.971,Customer Transfer Fuliza MPesa to - 07******252 Rogers Ondicho,Completed,,-40.0,0.0
TAJ0QPX3ZS,2025-01-19 13:59:59.971,OverDraft of Credit Party,Completed,40.0,,40.0
TAJ6QOO0S4,2025-01-19 13:50:59.971,Merchant Payment Fuliza M-Pesa to 7609187 - SEROMA ENTERPRISES,Completed,,-1000.0,0.0
TAJ6QOO0S4,2025-01-19 13:50:59.971,OverDraft of Credit Party,Completed,1000.0,,1000.0
TAJ5QDS6WF,2025-01-19 12:27:59.962,Pay Bill Charge,Completed,,-5.0,0.0
TAJ5QDS6WF,2025-01-19 12:27:59.962,"Pay Bill Fuliza M-Pesa to 890900
- Parklands Baptist Church Acc. Tithe and offering",Completed,,-500.0,5.0
TAJ5QDS6WF,2025-01-19 12:27:59.962,OverDraft of Credit Party,Completed,505.0,,505.0
TAJ0PTKKJW,2025-01-19 09:40:00.019,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TAJ0PTKKJW,2025-01-19 09:40:00.019,OverDraft of Credit Party,Completed,25.0,,25.0
TAJ2PL8LPM,2025-01-19 08:24:59.962,Airtime Purchase with Fuliza,Completed,,-23.0,0.0
TAJ2PL8LPM,2025-01-19 08:24:59.962,OverDraft of Credit Party,Completed,23.0,,23.0
TAJ5PFWA17,2025-01-19 07:21:59.962,Airtime Purchase with Fuliza,Completed,,-20.0,0.0
TAJ5PFWA17,2025-01-19 07:21:59.962,OverDraft of Credit Party,Completed,20.0,,20.0
TAJ2PCZMIA,2025-01-19 06:11:59.971,Airtime Purchase with Fuliza,Completed,,-28.0,0.0
TAJ2PCZMIA,2025-01-19 06:11:59.971,OverDraft of Credit Party,Completed,28.0,,28.0
TAJ6PC3VXC,2025-01-19 05:08:59.971,Airtime Purchase with Fuliza,Completed,,-20.0,0.0
TAJ6PC3VXC,2025-01-19 05:08:59.971,OverDraft of Credit Party,Completed,20.0,,20.0
TAJ0PBI808,2025-01-19 04:05:00.010,Airtime Purchase with Fuliza,Completed,,-42.0,0.0
TAJ0PBI808,2025-01-19 04:05:00.010,OverDraft of Credit Party,Completed,42.0,,42.0
TAI6N8LHZC,2025-01-18 16:41:59.971,Withdrawal Charge,Completed,,-29.0,0.0
TAI6N8LHZC,2025-01-18 16:41:59.971,Customer Withdrawal at Agent Till with Fuliza to 235279 - Pure Logics  Sunshine Shoes store Muthurwa Mkt Nairobi,Completed,,-250.0,29.0
TAI6N8LHZC,2025-01-18 16:41:59.971,OverDraft of Credit Party,Completed,279.0,,279.0
TAI4MWEU10,2025-01-18 15:18:59.962,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TAI4MWEU10,2025-01-18 15:18:59.962,OverDraft of Credit Party,Completed,45.0,,45.0
TAI2M19PKU,2025-01-18 11:44:00.010,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAI2M19PKU,2025-01-18 11:44:00.010,OverDraft of Credit Party,Completed,21.0,,21.0
TAI5LS6PD7,2025-01-18 10:38:00.038,Merchant Payment Fuliza M-Pesa to 6551444 - ENGORIKA ENTERPRISES,Completed,,-120.0,0.0
TAI5LS6PD7,2025-01-18 10:38:00.038,OverDraft of Credit Party,Completed,120.0,,120.0
TAI9LGXL8F,2025-01-18 09:11:59.971,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TAI9LGXL8F,2025-01-18 09:11:59.971,OverDraft of Credit Party,Completed,45.0,,45.0
TAI7L44T7H,2025-01-18 07:07:59.981,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
TAI7L44T7H,2025-01-18 07:07:59.981,OverDraft of Credit Party,Completed,21.0,,21.0
TAI4L1EPNK,2025-01-18 06:04:59.981,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
TAI4L1EPNK,2025-01-18 06:04:59.981,OverDraft of Credit Party,Completed,32.0,,32.0
TAH0KTMIME,2025-01-17 23:03:59.990,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TAH0KTMIME,2025-01-17 23:03:59.990,OverDraft of Credit Party,Completed,45.0,,45.0
TAH6KMU9NM,2025-01-17 21:51:59.990,Customer Transfer Fuliza MPesa to - 07******160 VERONICA KINGAA,Completed,,-100.0,0.0
TAH6KMU9NM,2025-01-17 21:51:59.990,OverDraft of Credit Party,Completed,100.0,,100.0
TAH2KJ34AG,2025-01-17 21:26:00.038,Airtime Purchase with Fuliza,Completed,,-24.0,0.0
TAH2KJ34AG,2025-01-17 21:26:00.038,OverDraft of Credit Party,Completed,24.0,,24.0
TAH3KI8SAJ,2025-01-17 21:20:00.010,Merchant Payment Fuliza M-Pesa to 945226 - MY SHOP WESTLANDS,Completed,,-60.0,0.0
TAH3KI8SAJ,2025-01-17 21:20:00.010,OverDraft of Credit Party,Completed,60.0,,60.0
TAH3J12RBN,2025-01-17 16:56:00.038,Withdrawal Charge,Completed,,-29.0,0.0
TAH3J12RBN,2025-01-17 16:56:00.038,Customer Withdrawal at Agent Till with Fuliza to 235279 - Pure Logics  Sunshine Shoes store Muthurwa Mkt Nairobi,Completed,,-200.0,29.0
TAH3J12RBN,2025-01-17 16:56:00.038,OverDraft of Credit Party,Completed,229.0,,229.0
TAH2IPSR0E,2025-01-17 15:38:59.971,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TAH2IPSR0E,2025-01-17 15:38:59.971,OverDraft of Credit Party,Completed,45.0,,45.0
TAH9ILBWMP,2025-01-17 15:06:00.029,Withdrawal Charge,Completed,,-29.0,0.0
TAH9ILBWMP,2025-01-17 15:06:00.029,Customer Withdrawal at Agent Till with Fuliza to 235279 - Pure Logics  Sunshine Shoes store Muthurwa Mkt Nairobi,Completed,,-300.0,29.0
TAH9ILBWMP,2025-01-17 15:06:00.029,OverDraft of Credit Party,Completed,329.0,,329.0
TAH6IIZT8S,2025-01-17 14:48:59.990,Airtime Purchase with Fuliza,Completed,,-35.0,0.0
TAH6IIZT8S,2025-01-17 14:48:59.990,OverDraft of Credit Party,Completed,35.0,,35.0
TAH0HYPKOK,2025-01-17 12:26:00.038,Customer Transfer Fuliza MPesa to - 2547******899 NELSON EVUSA,Completed,,-10.0,0.0
TAH0HYPKOK,2025-01-17 12:26:00.038,OverDraft of Credit Party,Completed,10.0,,10.0
TAH9HXDQO1,2025-01-17 12:17:00.038,Customer Transfer of Funds Charge,Completed,,-23.0,0.0
TAH9HXDQO1,2025-01-17 12:17:00.038,Customer Transfer Fuliza MPesa to - 2547******641 BENJAMIN ILANDI,Completed,,-1500.0,23.0
TAH9HXDQO1,2025-01-17 12:17:00.038,OverDraft of Credit Party,Completed,1523.0,,1523.0
TAH7HI0OBH,2025-01-17 10:23:59.971,Airtime Purchase with Fuliza,Completed,,-42.0,0.0
TAH7HI0OBH,2025-01-17 10:23:59.971,OverDraft of Credit Party,Completed,42.0,,42.0
TAH1HGSI3T,2025-01-17 00:00:00.000,,Completed,,-29.0,0.0
TAH1HGSI3T,2025-01-17 00:00:00.000,,Completed,,-360.0,29.0
TAH1HGSI3T,2025-01-17 00:00:00.000,Credit,Completed,389.0,,389.0
TAH1H3WWU7,2025-01-17 00:00:00.000,,Completed,,-20.0,0.0
TAH1H3WWU7,2025-01-17 00:00:00.000,Credit,Completed,20.0,,20.0
TAH3GWLGR1,2025-01-17 00:00:00.000,,Completed,,-28.0,0.0
TAH3GWLGR1,2025-01-17 00:00:00.000,Credit,Completed,28.0,,28.0
TAH5GQMZ6P,2025-01-17 00:00:00.000,,Completed,,-38.0,0.0
TAH5GQMZ6P,2025-01-17 00:00:00.000,Credit,Completed,38.0,,38.0
TAG8GEPBP2,2025-01-16 00:00:00.000,,Completed,,-40.0,0.0
TAG8GEPBP2,2025-01-16 00:00:00.000,Credit,Completed,40.0,,40.0
TAG1FPPFY7,2025-01-16 00:00:00.000,,Completed,,-39.0,0.0
TAG1FPPFY7,2025-01-16 00:00:00.000,Credit,Completed,39.0,,39.0
TAG6EYUAQ2,2025-01-16 00:00:00.000,,Completed,,-41.0,0.0
TAG6EYUAQ2,2025-01-16 00:00:00.000,Credit,Completed,41.0,,41.0
TAG6EG5I7G,2025-01-16 00:00:00.000,,Completed,,-40.0,0.0
TAG6EG5I7G,2025-01-16 00:00:00.000,Credit,Completed,40.0,,40.0
TAG0DYL4C6,2025-01-16 00:00:00.000,,Completed,,-40.0,0.0
TAG0DYL4C6,2025-01-16 00:00:00.000,Credit,Completed,40.0,,40.0
TAG7CJYAPH,2025-01-16 00:00:00.000,,Completed,,-25.0,0.0
TAG7CJYAPH,2025-01-16 00:00:00.000,Credit,Completed,25.0,,25.0
TAF8BWJUH4,2025-01-15 00:00:00.000,,Completed,,-50.0,0.0
TAF8BWJUH4,2025-01-15 00:00:00.000,Credit,Completed,50.0,,50.0
TAF3B6V7JJ,2025-01-15 00:00:00.000,,Completed,,-32.0,0.0
TAF3B6V7JJ,2025-01-15 00:00:00.000,Credit,Completed,32.0,,32.0
TAF5ATA3RV,2025-01-15 00:00:00.000,,Completed,,-35.0,0.0
TAF5ATA3RV,2025-01-15 00:00:00.000,Credit,Completed,35.0,,35.0
TAF39X8F8P,2025-01-15 00:00:00.000,,Completed,,-45.0,0.0
TAF39X8F8P,2025-01-15 00:00:00.000,Credit,Completed,45.0,,45.0
TAF19C0JF1,2025-01-15 00:00:00.000,,Completed,,-40.0,0.0
TAF19C0JF1,2025-01-15 00:00:00.000,Credit,Completed,40.0,,40.0
TAF092X0VU,2025-01-15 00:00:00.000,,Completed,,-21.0,0.0
TAF092X0VU,2025-01-15 00:00:00.000,Credit,Completed,21.0,,21.0
TAF08UB5EM,2025-01-15 00:00:00.000,,Completed,,-30.0,0.0
TAF08UB5EM,2025-01-15 00:00:00.000,Credit,Completed,30.0,,30.0
TAF18G087H,2025-01-15 00:00:00.000,,Completed,,-21.0,0.0
TAF18G087H,2025-01-15 00:00:00.000,Credit,Completed,21.0,,21.0
TAE47V9FLG,2025-01-14 00:00:00.000,,Completed,,-100.0,0.0
TAE47V9FLG,2025-01-14 00:00:00.000,Credit,Completed,97.82,,100.0
TAE57K6O2V,2025-01-14 00:00:00.000,,Completed,,-30.0,2.18
TAE46MM0O0,2025-01-14 00:00:00.000,,Completed,,-25.0,32.18
TAE26I45K4,2025-01-14 00:00:00.000,,Completed,,-29.0,57.18
TAE26I45K4,2025-01-14 00:00:00.000,,Completed,,-450.0,86.18
TAE76GEJD9,2025-01-14 00:00:00.000,,Completed,,-1000.0,536.18
TAE56FYCPD,2025-01-14 00:00:00.000,,Completed,,-30.0,1536.18
TAE0634KTI,2025-01-14 00:00:00.000,,Completed,,-21.0,1566.18
TAE85KW2MM,2025-01-14 00:00:00.000,,Completed,,-40.0,1587.18
TAE951PFT9,2025-01-14 00:00:00.000,,Completed,,-45.0,1627.18
TAE043DQLS,2025-01-14 00:00:00.000,,Completed,,-50.0,1672.18
TAE5424FWN,2025-01-14 00:00:00.000,,Completed,,-50.0,1722.18
TAD42XQQ4I,2025-01-13 00:00:00.000,,Completed,,-35.0,1772.18
TAD82JF19C,2025-01-13 00:00:00.000,,Completed,,-25.0,1807.18
TAD31X6VBB,2025-01-13 00:00:00.000,,Completed,,-40.0,1832.18
TAD41FYYV4,2025-01-13 00:00:00.000,,Completed,,-1055.0,1872.18
TAD7138YZ1,2025-01-13 00:00:00.000,,Completed,,-50.0,2927.18
TAD0ZTAPHE,2025-01-13 00:00:00.000,,Completed,,-20.0,2977.18
TAC5YK607X,2025-01-12 00:00:00.000,,Completed,,-28.0,2997.18
TAC2YFF8PU,2025-01-12 00:00:00.000,,Completed,,-20.0,3025.18
TAC7Y6NMFH,2025-01-12 20:33:59.962,Airtime Purchase,Completed,,-30.0,3045.18
TAC2Y3XMNC,2025-01-12 20:17:59.971,Airtime Purchase,Completed,,-21.0,3075.18
